pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y
1470.192749,363.257112,1597.981030,647.671772
NaN,NaN,1595.490000,648.170000
1462.327120,363.257112,1592.210000,648.120000
NaN,NaN,1589.310000,648.100000
1462.327120,363.257112,1585.920000,647.840000
NaN,NaN,1582.550000,648.180000
1459.180868,364.832604,1579.740000,648.420000
NaN,NaN,1576.420000,648.610000
1456.034617,364.832604,1572.520000,649.440000
NaN,NaN,1568.850000,649.720000
1451.315240,366.408096,1562.598916,650.822757
NaN,NaN,1557.430000,652.390000
1443.449611,366.408096,1552.070000,652.580000
NaN,NaN,1547.260000,653.920000
1435.583982,364.832604,1542.010000,654.980000
NaN,NaN,1536.960000,655.950000
1430.864605,363.257112,1531.660000,657.410000
NaN,NaN,1526.100000,658.090000
1427.718353,364.832604,1518.891599,661.063457
NaN,NaN,1512.647696,661.851204
1421.425850,367.983589,1509.178862,662.638950
NaN,NaN,1502.900000,664.470000
1415.133347,366.408096,1496.910000,665.060000
NaN,NaN,1490.540000,666.700000
1410.413970,366.408096,1481.428184,668.153173
NaN,NaN,1473.020000,669.450000
1407.267718,366.408096,1466.859079,671.304158
NaN,NaN,1459.960000,671.870000
1404.121467,367.983589,1452.910000,673.420000
NaN,NaN,1445.940000,673.530000
1399.402089,367.983589,1438.930000,674.740000
NaN,NaN,1431.700000,676.050000
1394.682712,367.983589,1423.151762,676.030635
NaN,NaN,1415.040000,676.520000
1388.390209,367.983589,1406.910000,677.870000
NaN,NaN,1399.080000,679.010000
1382.097706,367.983589,1390.940000,679.620000
NaN,NaN,1384.300813,680.757112
1374.232077,375.861050,1376.680000,681.820000
NaN,NaN,1369.110000,683.030000
1367.939574,372.710066,1361.870000,683.670000
NaN,NaN,1354.800000,684.540000
1361.647071,377.436543,1347.700000,685.770000
NaN,NaN,1337.818428,685.483589
1350.635190,380.587527,1333.655827,685.483589
NaN,NaN,1335.043360,686.271335
1342.769562,382.163020,1335.737127,686.271335
NaN,NaN,1332.962060,685.483589
1333.330807,382.163020,1332.962060,685.483589
NaN,NaN,1332.962060,685.483589
1325.465178,383.738512,1332.268293,685.483589
NaN,NaN,1331.574526,685.483589
1317.599549,379.012035,1330.186992,684.695842
NaN,NaN,1330.186992,684.695842
1311.307046,379.012035,1329.493225,684.695842
NaN,NaN,1329.493225,683.908096
1306.587669,382.163020,1329.493225,683.908096
NaN,NaN,1328.105691,683.908096
1303.291274,379.422319,1328.105691,683.908096
NaN,NaN,1327.411924,683.908096
1296.998771,380.472648,1326.718157,683.908096
NaN,NaN,1326.718157,683.908096
1290.706268,380.472648,1326.718157,683.908096
NaN,NaN,1326.718157,683.908096
1289.657517,380.472648,1326.718157,683.908096
NaN,NaN,1326.718157,683.908096
1282.316264,381.522976,1326.024390,683.908096
NaN,NaN,1326.024390,683.908096
1280.218763,381.522976,1325.330623,683.120350
NaN,NaN,1324.636856,683.120350
1279.170012,381.522976,1324.636856,683.120350
NaN,NaN,1324.636856,683.120350
1276.023761,381.522976,1324.636856,683.120350
NaN,NaN,1324.636856,683.120350
1270.780008,383.623632,1323.943089,683.120350
NaN,NaN,1323.943089,683.120350
1265.536256,383.623632,1323.943089,683.120350
NaN,NaN,1323.943089,683.120350
1264.487505,382.573304,1323.943089,683.120350
NaN,NaN,1323.943089,683.120350
1260.292503,382.573304,1323.943089,683.120350
NaN,NaN,1323.943089,682.332604
1257.146252,386.774617,1323.249322,682.332604
NaN,NaN,1322.555556,682.332604
1251.902499,386.774617,1321.861789,682.332604
NaN,NaN,1321.168022,682.332604
1247.707497,385.724289,1320.474255,681.544858
NaN,NaN,1320.474255,681.544858
1241.414994,385.724289,1320.474255,681.544858
NaN,NaN,1319.780488,681.544858
1235.122491,386.774617,1318.612466,680.838074
NaN,NaN,1317.687444,680.312910
1228.829988,386.774617,1317.224932,680.312910
NaN,NaN,1316.762421,679.787746
1220.439984,393.076586,1314.912376,679.787746
NaN,NaN,1314.912376,679.262582
1209.952478,396.227571,1314.912376,679.262582
NaN,NaN,1313.524842,678.737418
1200.513724,399.378556,1313.062331,678.212254
NaN,NaN,1311.212285,676.636761
1188.977468,398.328228,1307.974706,675.586433
NaN,NaN,1305.199639,674.010941
1181.636215,398.328228,1301.962060,671.385120
NaN,NaN,1300.112014,670.859956
1176.392462,394.126915,1298.261969,670.334792
NaN,NaN,1295.486902,670.859956
1164.856206,395.177243,1292.249322,669.809628
NaN,NaN,1289.936766,669.284464
1156.466202,394.126915,1286.699187,668.234136
NaN,NaN,1281.149051,668.759300
1152.271200,389.925602,1278.836495,668.234136
NaN,NaN,1274.673893,668.234136
1145.978697,392.026258,1270.511292,668.759300
NaN,NaN,1266.348690,670.334792
1140.734945,395.177243,1262.648600,671.910284
NaN,NaN,1258.948509,672.435449
1133.393691,394.126915,1253.398374,672.435449
NaN,NaN,1247.848238,674.010941
1129.198689,394.126915,1241.835592,676.111597
NaN,NaN,1237.210479,677.161926
1123.954937,395.177243,1231.900000,677.970000
NaN,NaN,1226.830000,679.230000
1118.711184,398.328228,1221.750000,680.040000
NaN,NaN,1213.159892,682.413567
1116.613683,396.227571,1206.660000,683.140000
NaN,NaN,1200.030000,683.950000
1112.418681,396.227571,1193.050000,685.680000
NaN,NaN,1186.796748,687.140044
1106.126178,396.227571,1179.890000,688.660000
NaN,NaN,1173.010000,690.040000
1102.979926,396.227571,1165.840000,691.130000
NaN,NaN,1158.820000,691.950000
1099.833675,396.227571,1151.850000,692.930000
NaN,NaN,1142.395664,693.967177
1093.541172,397.277899,1133.160000,694.620000
NaN,NaN,1124.190000,695.740000
1091.443671,396.227571,1119.270099,697.118162
NaN,NaN,1112.620000,697.850000
1087.248669,396.227571,1105.720000,698.330000
NaN,NaN,1098.630000,698.830000
1083.053667,395.177243,1086.894309,698.693654
NaN,NaN,1076.920000,699.190000
1078.858664,397.277899,1067.320000,699.270000
NaN,NaN,1065.618790,699.743982
1069.419910,398.328228,1058.770000,700.530000
NaN,NaN,1050.818428,699.743982
1061.029906,400.428884,1043.020000,700.240000
NaN,NaN,1034.920000,700.150000
1056.834904,400.428884,1026.960000,700.020000
NaN,NaN,1019.170000,700.280000
1049.493650,401.479212,1010.870000,700.220000
NaN,NaN,1003.050000,700.100000
1039.006145,403.579869,995.190000,700.130000
NaN,NaN,987.100000,700.530000
1029.567390,404.630197,979.120000,701.440000
NaN,NaN,975.565191,702.824945
1019.079885,407.781182,972.740000,702.600000
NaN,NaN,971.740000,702.990000
1006.494879,408.831510,970.180000,702.990000
NaN,NaN,968.950000,703.140000
997.056125,405.680525,968.240000,703.060000
NaN,NaN,969.090033,703.525164
987.617370,407.781182,969.400000,704.400000
NaN,NaN,969.420000,704.720000
980.276116,404.630197,969.260000,705.250000
NaN,NaN,968.620000,705.170000
972.934863,407.781182,963.848238,703.525164
NaN,NaN,962.090000,703.760000
966.642360,404.630197,962.923216,704.225383
NaN,NaN,962.920000,704.290000
964.544859,407.781182,962.870000,704.160000
NaN,NaN,962.930000,704.180000
959.301106,409.881838,962.910000,704.230000
NaN,NaN,962.970000,704.000000
955.106104,406.730853,962.950000,703.990000
NaN,NaN,962.980000,704.160000
953.008603,409.881838,962.890000,703.940000
NaN,NaN,962.950000,704.190000
947.764850,406.730853,958.914785,705.975930
NaN,NaN,956.540000,705.670000
944.618599,410.932166,955.700000,705.800000
NaN,NaN,958.606444,705.625821
940.423597,408.831510,960.460000,706.420000
NaN,NaN,961.590000,706.770000
936.228595,408.831510,962.480000,707.200000
NaN,NaN,957.989762,705.275711
932.033593,409.881838,955.430000,704.250000
NaN,NaN,956.756399,705.975930
930.984842,409.881838,956.756399,705.275711
NaN,NaN,956.139717,705.275711
928.887341,410.932166,956.139717,705.975930
NaN,NaN,956.139717,705.975930
924.692339,410.932166,956.139717,705.975930
NaN,NaN,955.831376,705.975930
923.643589,413.032823,955.831376,705.975930
NaN,NaN,955.831376,705.975930
917.351086,410.932166,953.981331,705.625821
NaN,NaN,953.364649,705.975930
912.107333,410.932166,953.056308,705.975930
NaN,NaN,952.747967,705.625821
908.961082,411.982495,952.439627,704.925602
NaN,NaN,952.131286,704.925602
903.717329,413.032823,951.514604,704.925602
NaN,NaN,950.281241,705.275711
897.424826,410.932166,948.739536,705.275711
NaN,NaN,949.664559,704.225383
891.300833,412.544858,949.664559,704.225383
NaN,NaN,949.356218,704.225383
883.609996,414.645514,948.431195,704.575492
NaN,NaN,947.197832,704.925602
872.423324,417.446389,947.506173,704.575492
NaN,NaN,947.506173,704.575492
862.634986,420.247265,947.197832,704.225383
NaN,NaN,945.347787,703.175055
854.944149,420.947484,944.114423,703.175055
NaN,NaN,942.572719,703.175055
843.757476,423.748359,942.264378,703.175055
NaN,NaN,941.647696,700.724289
834.668305,421.647702,940.414333,697.223195
NaN,NaN,938.255947,694.772429
826.278301,420.947484,935.789220,693.371991
NaN,NaN,933.939175,691.621444
816.489963,420.947484,932.089130,690.571116
NaN,NaN,930.547425,690.221007
808.099959,422.347921,928.080699,688.470460
NaN,NaN,925.305631,688.120350
799.709955,418.846827,922.222222,687.420131
NaN,NaN,918.522132,686.369803
794.815786,418.146608,914.513701,684.969365
NaN,NaN,910.927532,684.782640
788.523283,418.846827,908.049684,684.782640
NaN,NaN,905.582957,685.249453
782.230780,418.146608,900.855064,684.315828
NaN,NaN,896.949413,684.082422
778.734945,418.846827,892.563050,684.379771
NaN,NaN,887.629596,684.690980
774.539943,418.846827,882.422062,685.624605
NaN,NaN,877.762689,685.935813
768.247440,418.846827,875.570042,685.935813
NaN,NaN,870.362508,686.247022
762.654104,416.045952,865.703135,686.247022
NaN,NaN,860.495600,685.935813
755.662433,417.446389,856.658470,686.247022
NaN,NaN,852.547258,686.247022
747.971596,416.746171,847.887885,685.624605
NaN,NaN,842.132189,686.247022
741.679093,418.146608,836.650574,685.935813
NaN,NaN,831.991201,685.624605
736.784924,418.146608,826.370000,685.520000
NaN,NaN,821.060000,685.750000
731.890755,417.446389,816.890000,685.620000
NaN,NaN,814.290000,685.100000
723.500751,418.146608,811.709224,682.201313
NaN,NaN,808.968416,680.334063
711.614912,418.846827,805.953528,679.711646
NaN,NaN,803.212720,679.711646
699.729073,419.547046,800.197832,680.022854
NaN,NaN,796.634782,679.400438
689.940735,424.448578,792.960298,678.697139
NaN,NaN,788.575005,678.697139
677.355729,428.649891,784.555154,677.867250
NaN,NaN,780.535303,677.452306
670.364058,430.750547,776.880893,677.452306
NaN,NaN,773.591923,677.452306
657.779052,432.851204,769.937513,677.037361
NaN,NaN,765.917662,677.037361
645.194046,438.452954,761.897811,677.452306
NaN,NaN,756.781636,677.452306
634.706541,444.054705,753.858108,677.452306
NaN,NaN,750.203698,677.037361
622.121535,450.356674,743.625760,677.452306
NaN,NaN,738.875026,678.282195
596.951523,458.059081,734.124293,678.697139
NaN,NaN,729.008119,679.941973
580.171514,466.461707,725.353709,679.941973
NaN,NaN,721.359802,681.906205
570.383176,475.564551,714.294609,683.289354
NaN,NaN,709.665689,684.672502
555.700669,486.067834,705.280397,687.162169
NaN,NaN,699.433340,688.545317
543.115663,500.772429,693.099029,691.864873
NaN,NaN,690.662756,692.694762
528.433156,516.877462,685.059327,694.907799
NaN,NaN,679.455898,697.397466
515.848150,525.280088,673.365214,700.440392
NaN,NaN,666.543649,703.759948
502.563977,542.785558,661.914729,705.419726
NaN,NaN,657.042182,703.759948
489.279803,555.389497,653.387772,701.270281
NaN,NaN,648.758852,698.503985
475.995630,570.094092,645.104442,698.227355
NaN,NaN,641.693659,696.290947
461.084437,587.865062,634.872093,696.290947
NaN,NaN,629.268664,697.120836
450.829988,610.272064,625.370627,696.014318
NaN,NaN,622.690726,695.737688
439.643316,637.347192,619.767198,696.290947
NaN,NaN,616.112788,694.631169
433.117757,642.015317,611.363299,694.999621
NaN,NaN,604.823198,694.826922
422.863307,666.289570,600.412433,696.208510
NaN,NaN,594.024428,698.453591
417.269971,691.497447,588.853186,700.698672
NaN,NaN,584.442421,701.734863
411.676635,724.174325,580.183751,701.907562
NaN,NaN,578.054416,702.598356
401.422186,734.444201,577.293939,702.771055
NaN,NaN,576.381367,702.252959
391.167736,733.510576,574.252032,700.698672
NaN,NaN,570.297553,697.417400
381.845510,733.510576,564.365834,695.345018
NaN,NaN,562.388595,696.726606
373.455505,732.576951,561.780213,698.971687
NaN,NaN,557.521543,699.662481
367.862169,731.643326,555.174856,700.878309
NaN,NaN,552.741330,703.180956
362.268833,735.377826,550.307804,703.411221
NaN,NaN,549.091042,704.102015
356.675497,735.377826,548.482660,704.562544
NaN,NaN,546.454722,704.562544
356.675497,735.377826,545.440753,704.562544
NaN,NaN,543.007227,704.792809
352.946607,740.045952,541.790465,705.253338
NaN,NaN,541.587671,705.253338
352.014384,741.913202,540.979289,705.483603
NaN,NaN,540.776496,705.713868
350.149939,740.979577,540.168114,706.404662
NaN,NaN,539.762527,707.095456
348.285493,745.647702,538.951351,708.016515
NaN,NaN,538.140176,707.786250
348.285493,741.913202,538.140176,707.786250
NaN,NaN,538.342970,707.325721
350.149939,741.913202,538.342970,707.325721
NaN,NaN,538.342970,707.325721
350.149939,740.979577,538.342970,707.325721
NaN,NaN,538.342970,707.325721
349.217716,740.979577,538.342970,707.325721
NaN,NaN,538.342970,707.325721
350.149939,741.913202,538.342970,707.325721
NaN,NaN,538.545764,706.865191
350.149939,740.979577,538.545764,706.865191
NaN,NaN,538.545764,706.865191
350.149939,740.979577,538.545764,706.865191
NaN,NaN,538.545764,706.865191
348.285493,739.112327,538.545764,706.865191
NaN,NaN,538.951351,705.483603
348.285493,739.112327,538.951351,705.483603
NaN,NaN,538.951351,705.483603
348.285493,739.112327,538.951351,705.483603
NaN,NaN,538.951351,705.483603
348.285493,739.112327,538.342970,705.713868
NaN,NaN,538.020000,706.170000
348.285493,743.780452,537.640000,706.650000
NaN,NaN,538.030000,706.820000
347.353271,738.178702,538.030000,707.090000
NaN,NaN,538.030000,706.920000
347.353271,742.846827,537.790000,707.090000
NaN,NaN,538.010000,706.950000
347.353271,742.846827,538.170000,706.970000
NaN,NaN,538.020000,706.890000
347.353271,742.846827,538.110000,706.880000
NaN,NaN,537.930000,706.980000
347.353271,742.846827,538.150000,706.960000
NaN,NaN,537.910000,706.940000
347.353271,742.846827,537.910000,706.990000
NaN,NaN,538.020000,707.020000
347.353271,742.846827,537.730000,707.170000
NaN,NaN,538.290000,706.890000
347.353271,742.846827,538.250000,706.950000
NaN,NaN,537.850000,707.180000
347.353271,742.846827,538.090000,706.960000
NaN,NaN,538.020000,707.110000
347.353271,742.846827,537.890000,706.960000
NaN,NaN,538.000000,707.060000
347.353271,742.846827,538.210000,706.780000
NaN,NaN,537.980000,707.050000
349.217716,742.846827,537.880000,707.040000
NaN,NaN,538.060000,706.820000
349.217716,742.846827,538.080000,707.030000
NaN,NaN,537.890000,707.140000
349.217716,742.846827,538.160000,706.860000
NaN,NaN,537.960000,706.940000
349.217716,742.846827,537.790000,707.150000
NaN,NaN,538.030000,706.980000
349.217716,742.846827,537.990000,707.050000
NaN,NaN,538.070000,707.000000
349.217716,742.846827,538.030000,706.930000
NaN,NaN,538.050000,707.070000
349.217716,742.846827,537.830000,707.060000
NaN,NaN,538.030000,706.950000
349.217716,742.846827,538.110000,706.940000
NaN,NaN,537.940000,707.070000
349.217716,742.846827,537.830000,707.010000
NaN,NaN,537.960000,707.070000
349.217716,742.846827,538.030000,706.950000
NaN,NaN,538.050000,707.030000
349.217716,742.846827,537.960000,707.030000
NaN,NaN,538.040000,707.000000
348.840000,743.000000,538.150000,706.800000
NaN,NaN,537.930000,707.070000
NaN,NaN,537.950000,707.110000
NaN,NaN,538.100000,706.890000
NaN,NaN,538.100000,706.960000
NaN,NaN,537.680000,707.010000
NaN,NaN,538.000000,706.790000
NaN,NaN,537.920000,707.020000
NaN,NaN,538.060000,707.060000
NaN,NaN,538.010000,707.170000
NaN,NaN,537.890000,707.020000
NaN,NaN,538.040000,706.950000
NaN,NaN,538.020000,707.000000
NaN,NaN,538.130000,706.870000
NaN,NaN,537.980000,707.050000
NaN,NaN,537.960000,707.000000
NaN,NaN,537.990000,706.990000
NaN,NaN,538.000000,707.090000
NaN,NaN,537.950000,707.000000
NaN,NaN,537.870000,707.050000
349.217716,742.846827,538.170000,706.870000
NaN,NaN,537.930000,706.980000
348.960000,742.930000,538.080000,707.030000
NaN,NaN,537.940000,707.010000
NaN,NaN,538.120000,706.860000
NaN,NaN,537.880000,707.120000
NaN,NaN,538.000000,707.000000
NaN,NaN,538.060000,707.020000
NaN,NaN,537.920000,707.030000
NaN,NaN,537.980000,707.040000
NaN,NaN,537.920000,706.900000
NaN,NaN,538.090000,706.990000
NaN,NaN,537.930000,707.040000
NaN,NaN,538.030000,706.890000
NaN,NaN,537.950000,706.950000
NaN,NaN,538.120000,707.010000
NaN,NaN,538.050000,707.080000
NaN,NaN,537.900000,707.050000
NaN,NaN,538.030000,706.950000
NaN,NaN,537.970000,707.040000
NaN,NaN,538.140000,706.980000
NaN,NaN,537.880000,707.020000
350.149939,742.846827,538.140000,706.960000
NaN,NaN,537.860000,707.070000
350.020000,742.940000,537.980000,706.950000
NaN,NaN,537.990000,706.950000
NaN,NaN,537.960000,706.970000
NaN,NaN,538.000000,706.970000
NaN,NaN,538.050000,707.030000
NaN,NaN,538.040000,707.020000
NaN,NaN,537.950000,706.900000
NaN,NaN,538.030000,707.130000
NaN,NaN,538.070000,706.980000
NaN,NaN,537.990000,706.980000
NaN,NaN,538.000000,707.040000
NaN,NaN,538.110000,707.000000
NaN,NaN,537.970000,706.980000
NaN,NaN,537.950000,707.070000
NaN,NaN,537.990000,706.940000
NaN,NaN,537.930000,707.090000
NaN,NaN,538.000000,706.940000
NaN,NaN,537.960000,707.050000
NaN,NaN,538.190000,706.900000
NaN,NaN,537.990000,706.940000
350.149939,742.846827,538.090000,707.110000
NaN,NaN,537.990000,706.970000
349.850000,742.960000,537.860000,707.110000
NaN,NaN,537.940000,707.020000
NaN,NaN,537.531795,706.865191
NaN,NaN,537.531795,706.865191
NaN,NaN,537.531795,706.865191
NaN,NaN,537.890000,706.950000
NaN,NaN,538.170000,707.040000
NaN,NaN,538.110000,706.940000
NaN,NaN,537.900000,707.100000
NaN,NaN,537.960000,707.010000
NaN,NaN,538.050000,707.000000
NaN,NaN,537.880000,707.020000
NaN,NaN,537.940000,707.040000
NaN,NaN,538.060000,707.010000
NaN,NaN,538.110000,707.020000
NaN,NaN,537.980000,706.880000
NaN,NaN,538.030000,706.990000
NaN,NaN,538.040000,706.960000
NaN,NaN,537.910000,706.990000
NaN,NaN,537.940000,707.010000
350.149939,742.846827,538.090000,707.020000
NaN,NaN,538.210000,707.180000
349.860000,742.950000,537.800000,706.880000
NaN,NaN,538.020000,707.070000
NaN,NaN,538.050000,706.920000
NaN,NaN,537.940000,706.940000
NaN,NaN,538.070000,707.020000
NaN,NaN,537.930000,707.030000
NaN,NaN,537.980000,707.010000
NaN,NaN,538.020000,706.990000
NaN,NaN,538.000000,706.990000
NaN,NaN,537.870000,707.010000
NaN,NaN,538.060000,707.060000
NaN,NaN,538.090000,707.010000
NaN,NaN,537.890000,706.970000
NaN,NaN,537.910000,706.980000
NaN,NaN,538.070000,707.000000
NaN,NaN,537.990000,706.860000
NaN,NaN,537.990000,707.070000
NaN,NaN,538.050000,706.980000
NaN,NaN,537.910000,707.090000
NaN,NaN,537.980000,706.880000
350.149939,743.780452,538.080000,706.950000
NaN,NaN,538.150000,707.110000
350.010000,743.970000,537.940000,706.990000
NaN,NaN,537.940000,707.060000
NaN,NaN,538.030000,706.900000
NaN,NaN,537.980000,707.030000
NaN,NaN,538.140176,707.555985
NaN,NaN,538.080000,708.170000
NaN,NaN,537.990000,708.180000
NaN,NaN,538.060000,708.030000
NaN,NaN,537.910000,708.030000
NaN,NaN,537.960000,707.900000
NaN,NaN,538.140000,707.950000
NaN,NaN,537.810000,708.200000
NaN,NaN,538.240000,707.910000
NaN,NaN,537.940000,707.990000
NaN,NaN,538.280000,707.950000
NaN,NaN,537.870000,708.020000
NaN,NaN,538.030000,708.100000
NaN,NaN,538.070000,708.060000
NaN,NaN,537.990000,708.040000
NaN,NaN,537.990000,708.000000
350.149939,743.780452,538.010000,707.980000
NaN,NaN,537.940000,707.940000
349.900000,743.960000,537.920000,708.060000
NaN,NaN,538.040000,707.960000
NaN,NaN,537.734589,707.555985
NaN,NaN,537.531795,707.325721
NaN,NaN,537.960000,707.040000
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
350.149939,743.780452,NaN,NaN
NaN,NaN,NaN,NaN
349.970000,743.980000,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,537.734589,707.555985
NaN,NaN,538.060000,707.880000
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
350.149939,743.780452,NaN,NaN
NaN,NaN,NaN,NaN
349.860000,744.180000,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
350.149939,743.780452,NaN,NaN
NaN,NaN,NaN,NaN
349.970000,743.970000,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,537.531795,707.095456
350.149939,743.780452,537.900000,707.030000
NaN,NaN,NaN,NaN
350.200000,743.880000,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
350.149939,743.780452,NaN,NaN
NaN,NaN,NaN,NaN
350.050000,743.970000,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
350.149939,743.780452,NaN,NaN
NaN,NaN,NaN,NaN
348.699454,743.780452,NaN,NaN
NaN,NaN,NaN,NaN
350.149939,746.581327,NaN,NaN
NaN,NaN,NaN,NaN
349.930000,747.690000,537.531795,707.095456
NaN,NaN,537.860000,707.060000
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
349.217716,744.714077,NaN,NaN
NaN,NaN,NaN,NaN
349.060000,744.970000,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
349.217716,743.780452,NaN,NaN
NaN,NaN,NaN,NaN
349.060000,743.950000,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,537.531795,707.095456
NaN,NaN,537.910000,706.920000
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
350.149939,743.780452,NaN,NaN
NaN,NaN,NaN,NaN
350.130000,743.790000,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
