rod_x,rod_y,ow_x,ow_y,arrow_x,arrow_y,mat_right_x,mat_right_y,mat_left_x,mat_left_y,angle_set_top_x,angle_set_top_y,angle_set_bot_x,angle_set_bot_y,fps,ramp_angle,inter_leg_offset,len_mat_mm,mass,g,no_of_frames,frames,time,bot_left_y,bot_left_x
1514.2491632869564,495.66841067639746,1591.2291632869565,199.6084106763974,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,17,0.07083333333333333,0.0,0.0
1514.1191632869563,495.67841067639745,1591.1791632869565,199.6184106763974,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,18,0.075,0.0,0.0
1514.4291632869565,495.7284106763974,1591.3291632869564,199.87841067639738,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,19,0.07916666666666666,0.0,0.0
1514.2291632869565,495.61841067639745,1591.2091632869565,199.62841067639738,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,20,0.08333333333333333,0.0,0.0
1514.2891632869564,495.7784106763974,1591.2891632869564,199.74841067639738,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,21,0.0875,0.0,0.0
1514.2191632869565,495.7784106763974,1591.3391632869564,199.67841067639745,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,22,0.09166666666666666,0.0,0.0
1514.2391632869565,495.69841067639743,1591.1691632869565,199.64841067639748,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,23,0.09583333333333334,0.0,0.0
1514.3891632869565,495.7184106763974,1591.2791632869564,199.68841067639744,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,24,0.1,0.0,0.0
1514.0791632869564,495.5884106763974,1591.2991632869564,199.7384106763974,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,25,0.10416666666666667,0.0,0.0
1514.3091632869564,495.7084106763974,1591.1991632869565,199.77841067639747,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,26,0.10833333333333334,0.0,0.0
1514.2491632869564,495.61841067639745,1591.3891632869565,199.66841067639746,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,27,0.1125,0.0,0.0
1514.2291632869565,495.7284106763974,1591.1591632869565,199.67841067639745,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,28,0.11666666666666667,0.0,0.0
1514.1091632869563,495.6384106763974,1591.3191632869564,199.7284106763974,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,29,0.12083333333333333,0.0,0.0
1514.4891632869565,495.79841067639745,1591.1791632869565,199.63841067639748,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,30,0.125,0.0,0.0
1514.2191632869565,495.6584106763974,1591.2791632869564,199.90841067639747,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,31,0.12916666666666668,0.0,0.0
1514.3791632869563,495.7284106763974,1591.2391632869565,199.33841067639742,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,32,0.13333333333333333,0.0,0.0
1514.1391632869565,495.6584106763974,1591.1991632869565,199.57841067639743,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,33,0.1375,0.0,0.0
1514.2991632869564,495.68841067639744,1591.1891632869565,199.78841067639746,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,34,0.14166666666666666,0.0,0.0
1514.2191632869565,495.69841067639743,1591.3191632869564,199.6184106763974,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,35,0.14583333333333334,0.0,0.0
1514.2591632869564,495.75841067639743,1591.2991632869564,199.76841067639748,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,36,0.15,0.0,0.0
1514.3091632869564,495.62841067639744,1591.2591632869564,199.66841067639746,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,37,0.15416666666666667,0.0,0.0
1514.3891632869565,495.73841067639745,1591.2391632869565,199.65841067639747,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,38,0.15833333333333333,0.0,0.0
1514.1291632869563,495.6484106763974,1591.4091632869565,199.78841067639746,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,39,0.1625,0.0,0.0
1514.3791632869563,495.75841067639743,1591.1891632869565,199.70841067639742,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,40,0.16666666666666666,0.0,0.0
1514.0791632869564,495.69841067639743,1591.1791632869565,199.5984106763974,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,41,0.17083333333333334,0.0,0.0
1514.2191632869565,495.7684106763974,1591.3891632869565,199.80841067639744,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,42,0.175,0.0,0.0
1514.3091632869564,495.68841067639744,1591.3891632869565,199.80841067639744,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,43,0.17916666666666667,0.0,0.0
1514.4091632869565,495.7284106763974,1591.3891632869565,199.80841067639744,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,44,0.18333333333333332,0.0,0.0
1512.1227992869565,495.93525267639745,1591.3891632869565,199.80841067639744,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,45,0.1875,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,46,0.19166666666666668,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,47,0.19583333333333333,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,48,0.2,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,49,0.20416666666666666,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,50,0.20833333333333334,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.3491632869564,457.68841067639744,1479.2191632869565,129.58841067639742,1347.1991632869565,121.74841067639738,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,51,0.2125,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.3491632869564,457.68841067639744,1479.2069302869565,129.2290456763974,1347.0643662869563,121.35158367639747,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,52,0.21666666666666667,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.3491632869564,457.68841067639744,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,53,0.22083333333333333,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.3491632869564,457.68841067639744,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,54,0.225,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.3491632869564,457.68841067639744,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,55,0.22916666666666666,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.3491632869564,457.68841067639744,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,56,0.23333333333333334,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.3491632869564,457.68841067639744,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,57,0.2375,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.3491632869564,457.68841067639744,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,58,0.24166666666666667,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.5170302869565,456.97296267639746,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,59,0.24583333333333332,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,60,0.25,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,61,0.25416666666666665,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,62,0.25833333333333336,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,63,0.2625,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,64,0.26666666666666666,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,65,0.2708333333333333,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,66,0.275,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,67,0.2791666666666667,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,68,0.2833333333333333,0.0,0.0
1512.1491632869565,495.73841067639745,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,69,0.2875,0.0,0.0
1515.3888232869565,496.3187606763974,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,70,0.2916666666666667,0.0,0.0
1515.2991632869564,496.7284106763974,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,71,0.29583333333333334,0.0,0.0
1515.2991632869564,496.7284106763974,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,72,0.3,0.0,0.0
1515.2991632869564,496.7284106763974,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,73,0.30416666666666664,0.0,0.0
1515.2991632869564,496.7284106763974,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,74,0.30833333333333335,0.0,0.0
1515.2991632869564,496.7284106763974,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,75,0.3125,0.0,0.0
1515.2991632869564,496.7284106763974,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,76,0.31666666666666665,0.0,0.0
1515.2991632869564,496.7284106763974,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,77,0.32083333333333336,0.0,0.0
1515.2991632869564,496.7284106763974,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,78,0.325,0.0,0.0
1515.2991632869564,496.7284106763974,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,79,0.32916666666666666,0.0,0.0
1515.2991632869564,496.7284106763974,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,80,0.3333333333333333,0.0,0.0
1515.3888232869565,496.3187606763974,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,81,0.3375,0.0,0.0
1515.3691632869563,496.80841067639744,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,82,0.3416666666666667,0.0,0.0
1515.3691632869563,496.80841067639744,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,83,0.3458333333333333,0.0,0.0
1515.3691632869563,496.80841067639744,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,84,0.35,0.0,0.0
1515.3691632869563,496.80841067639744,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,85,0.3541666666666667,0.0,0.0
1515.3691632869563,496.80841067639744,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,86,0.35833333333333334,0.0,0.0
1515.3691632869563,496.80841067639744,1591.3891632869565,199.80841067639744,1520.2591632869564,456.69841067639743,1479.0891632869564,129.7284106763974,1347.2691632869564,121.71841067639741,-28.740836713043475,851.6984106763974,-28.740836713043475,851.6984106763974,240,4,30,39,0.029,9.80665,1610,87,0.3625,0.0,0.0
